"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 27 18:51:40 GMT 2024","Sat Jul 27 18:51:40 GMT 2024","17","","","","","","Create product and verify the details (API Scope)",""
"passed","Sat Jul 27 18:51:33 GMT 2024","Sat Jul 27 18:51:35 GMT 2024","1408","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sat Jul 27 18:51:35 GMT 2024","Sat Jul 27 18:51:35 GMT 2024","26","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sat Jul 27 18:51:33 GMT 2024","Sat Jul 27 18:51:37 GMT 2024","3779","","","","","","Create product and verify the details",""
"passed","Sat Jul 27 18:51:46 GMT 2024","Sat Jul 27 18:51:46 GMT 2024","13","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sat Jul 27 18:51:36 GMT 2024","Sat Jul 27 18:51:36 GMT 2024","16","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sat Jul 27 18:51:37 GMT 2024","Sat Jul 27 18:51:41 GMT 2024","4000","","","","","","Delete Product and verify it",""
"passed","Sat Jul 27 18:51:35 GMT 2024","Sat Jul 27 18:51:36 GMT 2024","231","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sat Jul 27 18:51:43 GMT 2024","Sat Jul 27 18:51:46 GMT 2024","2506","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sat Jul 27 18:51:40 GMT 2024","Sat Jul 27 18:51:43 GMT 2024","2587","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sat Jul 27 18:51:39 GMT 2024","Sat Jul 27 18:51:40 GMT 2024","1029","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sat Jul 27 18:51:41 GMT 2024","Sat Jul 27 18:51:45 GMT 2024","3298","","","","","","Edit Product and verify if its updated",""
