"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 18 21:28:21 GMT 2025","Tue Mar 18 21:28:22 GMT 2025","1118","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Mar 18 21:28:26 GMT 2025","Tue Mar 18 21:28:28 GMT 2025","2784","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Mar 18 21:28:17 GMT 2025","Tue Mar 18 21:28:17 GMT 2025","24","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue Mar 18 21:28:22 GMT 2025","Tue Mar 18 21:28:25 GMT 2025","2873","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Mar 18 21:28:17 GMT 2025","Tue Mar 18 21:28:17 GMT 2025","10","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Mar 18 21:28:17 GMT 2025","Tue Mar 18 21:28:17 GMT 2025","169","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue Mar 18 21:28:24 GMT 2025","Tue Mar 18 21:28:27 GMT 2025","3646","","","","","","Edit Product and verify if its updated",""
"passed","Tue Mar 18 21:28:22 GMT 2025","Tue Mar 18 21:28:22 GMT 2025","19","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Mar 18 21:28:15 GMT 2025","Tue Mar 18 21:28:19 GMT 2025","4015","","","","","","Create product and verify the details",""
"passed","Tue Mar 18 21:28:15 GMT 2025","Tue Mar 18 21:28:17 GMT 2025","1506","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Mar 18 21:28:19 GMT 2025","Tue Mar 18 21:28:24 GMT 2025","4461","","","","","","Delete Product and verify it",""
"passed","Tue Mar 18 21:28:29 GMT 2025","Tue Mar 18 21:28:29 GMT 2025","12","","","","","","Delete Product and verify it (API Scope)",""
