"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 27 18:44:28 GMT 2024","Sat Jul 27 18:44:28 GMT 2024","201","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sat Jul 27 18:44:33 GMT 2024","Sat Jul 27 18:44:36 GMT 2024","2588","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sat Jul 27 18:44:26 GMT 2024","Sat Jul 27 18:44:30 GMT 2024","3870","","","","","","Create product and verify the details",""
"passed","Sat Jul 27 18:44:36 GMT 2024","Sat Jul 27 18:44:39 GMT 2024","2544","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sat Jul 27 18:44:33 GMT 2024","Sat Jul 27 18:44:33 GMT 2024","19","","","","","","Create product and verify the details (API Scope)",""
"passed","Sat Jul 27 18:44:28 GMT 2024","Sat Jul 27 18:44:28 GMT 2024","13","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sat Jul 27 18:44:30 GMT 2024","Sat Jul 27 18:44:34 GMT 2024","4039","","","","","","Delete Product and verify it",""
"passed","Sat Jul 27 18:44:34 GMT 2024","Sat Jul 27 18:44:38 GMT 2024","3320","","","","","","Edit Product and verify if its updated",""
"passed","Sat Jul 27 18:44:29 GMT 2024","Sat Jul 27 18:44:29 GMT 2024","14","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sat Jul 27 18:44:26 GMT 2024","Sat Jul 27 18:44:28 GMT 2024","1444","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sat Jul 27 18:44:32 GMT 2024","Sat Jul 27 18:44:33 GMT 2024","990","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sat Jul 27 18:44:39 GMT 2024","Sat Jul 27 18:44:39 GMT 2024","10","","","","","","Delete Product and verify it (API Scope)",""
