"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 20:59:37 GMT 2024","Mon Jul 08 20:59:41 GMT 2024","3961","","","","","","Create product and verify the details",""
"passed","Mon Jul 08 20:59:46 GMT 2024","Mon Jul 08 20:59:49 GMT 2024","3303","","","","","","Edit Product and verify if its updated",""
"passed","Mon Jul 08 20:59:37 GMT 2024","Mon Jul 08 20:59:39 GMT 2024","1604","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Mon Jul 08 20:59:50 GMT 2024","Mon Jul 08 20:59:50 GMT 2024","9","","","","","","Delete Product and verify it (API Scope)",""
"passed","Mon Jul 08 20:59:47 GMT 2024","Mon Jul 08 20:59:50 GMT 2024","2583","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Mon Jul 08 20:59:40 GMT 2024","Mon Jul 08 20:59:40 GMT 2024","49","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Mon Jul 08 20:59:43 GMT 2024","Mon Jul 08 20:59:44 GMT 2024","947","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Mon Jul 08 20:59:44 GMT 2024","Mon Jul 08 20:59:47 GMT 2024","2517","","","","","","Create product and verify the details (UI Scope)",""
"passed","Mon Jul 08 20:59:42 GMT 2024","Mon Jul 08 20:59:45 GMT 2024","3877","","","","","","Delete Product and verify it",""
"passed","Mon Jul 08 20:59:39 GMT 2024","Mon Jul 08 20:59:39 GMT 2024","20","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Mon Jul 08 20:59:40 GMT 2024","Mon Jul 08 20:59:40 GMT 2024","12","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Mon Jul 08 20:59:44 GMT 2024","Mon Jul 08 20:59:44 GMT 2024","14","","","","","","Create product and verify the details (API Scope)",""
