"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 18 12:28:19 GMT 2025","Tue Mar 18 12:28:21 GMT 2025","1480","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Mar 18 12:28:30 GMT 2025","Tue Mar 18 12:28:32 GMT 2025","2600","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Mar 18 12:28:19 GMT 2025","Tue Mar 18 12:28:23 GMT 2025","3767","","","","","","Create product and verify the details",""
"passed","Tue Mar 18 12:28:26 GMT 2025","Tue Mar 18 12:28:26 GMT 2025","12","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Mar 18 12:28:32 GMT 2025","Tue Mar 18 12:28:32 GMT 2025","9","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Mar 18 12:28:22 GMT 2025","Tue Mar 18 12:28:22 GMT 2025","14","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Mar 18 12:28:25 GMT 2025","Tue Mar 18 12:28:26 GMT 2025","978","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Mar 18 12:28:21 GMT 2025","Tue Mar 18 12:28:21 GMT 2025","134","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue Mar 18 12:28:26 GMT 2025","Tue Mar 18 12:28:29 GMT 2025","2698","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Mar 18 12:28:23 GMT 2025","Tue Mar 18 12:28:28 GMT 2025","4192","","","","","","Delete Product and verify it",""
"passed","Tue Mar 18 12:28:28 GMT 2025","Tue Mar 18 12:28:31 GMT 2025","3397","","","","","","Edit Product and verify if its updated",""
"passed","Tue Mar 18 12:28:21 GMT 2025","Tue Mar 18 12:28:21 GMT 2025","20","","","","","","Edit Product and verify if its updated (Databse Scope)",""
