"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 08 13:13:18 GMT 2025","Tue Apr 08 13:13:21 GMT 2025","2684","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Apr 08 13:13:17 GMT 2025","Tue Apr 08 13:13:18 GMT 2025","993","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Apr 08 13:13:15 GMT 2025","Tue Apr 08 13:13:20 GMT 2025","4219","","","","","","Delete Product and verify it",""
"passed","Tue Apr 08 13:13:13 GMT 2025","Tue Apr 08 13:13:14 GMT 2025","136","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue Apr 08 13:13:11 GMT 2025","Tue Apr 08 13:13:13 GMT 2025","1500","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Apr 08 13:13:14 GMT 2025","Tue Apr 08 13:13:14 GMT 2025","7","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Apr 08 13:13:13 GMT 2025","Tue Apr 08 13:13:13 GMT 2025","12","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue Apr 08 13:13:22 GMT 2025","Tue Apr 08 13:13:24 GMT 2025","2586","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Apr 08 13:13:11 GMT 2025","Tue Apr 08 13:13:15 GMT 2025","3711","","","","","","Create product and verify the details",""
"passed","Tue Apr 08 13:13:24 GMT 2025","Tue Apr 08 13:13:24 GMT 2025","20","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Apr 08 13:13:20 GMT 2025","Tue Apr 08 13:13:23 GMT 2025","3437","","","","","","Edit Product and verify if its updated",""
"passed","Tue Apr 08 13:13:18 GMT 2025","Tue Apr 08 13:13:18 GMT 2025","14","","","","","","Create product and verify the details (API Scope)",""
