"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 14 10:45:50 GMT 2024","Sun Jul 14 10:45:51 GMT 2024","1032","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sun Jul 14 10:45:46 GMT 2024","Sun Jul 14 10:45:46 GMT 2024","16","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sun Jul 14 10:45:52 GMT 2024","Sun Jul 14 10:45:54 GMT 2024","2531","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sun Jul 14 10:45:49 GMT 2024","Sun Jul 14 10:45:53 GMT 2024","3941","","","","","","Delete Product and verify it",""
"passed","Sun Jul 14 10:45:45 GMT 2024","Sun Jul 14 10:45:49 GMT 2024","3830","","","","","","Create product and verify the details",""
"passed","Sun Jul 14 10:45:55 GMT 2024","Sun Jul 14 10:45:57 GMT 2024","2473","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sun Jul 14 10:45:47 GMT 2024","Sun Jul 14 10:45:47 GMT 2024","13","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sun Jul 14 10:45:53 GMT 2024","Sun Jul 14 10:45:56 GMT 2024","3209","","","","","","Edit Product and verify if its updated",""
"passed","Sun Jul 14 10:45:47 GMT 2024","Sun Jul 14 10:45:47 GMT 2024","203","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sun Jul 14 10:45:57 GMT 2024","Sun Jul 14 10:45:57 GMT 2024","9","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sun Jul 14 10:45:52 GMT 2024","Sun Jul 14 10:45:52 GMT 2024","9","","","","","","Create product and verify the details (API Scope)",""
"passed","Sun Jul 14 10:45:45 GMT 2024","Sun Jul 14 10:45:46 GMT 2024","1362","","","","","","Create product and verify the details (Databse Scope)",""
