"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 19:57:02 GMT 2024","Mon Jul 08 19:57:05 GMT 2024","2516","","","","","","Create product and verify the details (UI Scope)",""
"passed","Mon Jul 08 19:56:58 GMT 2024","Mon Jul 08 19:56:58 GMT 2024","10","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Mon Jul 08 19:57:01 GMT 2024","Mon Jul 08 19:57:02 GMT 2024","952","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Mon Jul 08 19:56:59 GMT 2024","Mon Jul 08 19:57:03 GMT 2024","3864","","","","","","Delete Product and verify it",""
"passed","Mon Jul 08 19:57:03 GMT 2024","Mon Jul 08 19:57:06 GMT 2024","3184","","","","","","Edit Product and verify if its updated",""
"passed","Mon Jul 08 19:56:57 GMT 2024","Mon Jul 08 19:56:57 GMT 2024","17","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Mon Jul 08 19:57:02 GMT 2024","Mon Jul 08 19:57:02 GMT 2024","15","","","","","","Create product and verify the details (API Scope)",""
"passed","Mon Jul 08 19:56:57 GMT 2024","Mon Jul 08 19:56:58 GMT 2024","55","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Mon Jul 08 19:56:55 GMT 2024","Mon Jul 08 19:56:59 GMT 2024","3788","","","","","","Create product and verify the details",""
"passed","Mon Jul 08 19:57:05 GMT 2024","Mon Jul 08 19:57:07 GMT 2024","2436","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Mon Jul 08 19:57:07 GMT 2024","Mon Jul 08 19:57:07 GMT 2024","8","","","","","","Delete Product and verify it (API Scope)",""
"passed","Mon Jul 08 19:56:55 GMT 2024","Mon Jul 08 19:56:57 GMT 2024","1581","","","","","","Create product and verify the details (Databse Scope)",""
