"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 03 15:36:53 GMT 2024","Sat Aug 03 15:36:53 GMT 2024","17","","","","","","Create product and verify the details (API Scope)",""
"passed","Sat Aug 03 15:36:45 GMT 2024","Sat Aug 03 15:36:49 GMT 2024","3845","","","","","","Create product and verify the details",""
"passed","Sat Aug 03 15:36:56 GMT 2024","Sat Aug 03 15:36:58 GMT 2024","2590","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sat Aug 03 15:36:49 GMT 2024","Sat Aug 03 15:36:54 GMT 2024","4397","","","","","","Delete Product and verify it",""
"passed","Sat Aug 03 15:36:51 GMT 2024","Sat Aug 03 15:36:52 GMT 2024","1052","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sat Aug 03 15:36:48 GMT 2024","Sat Aug 03 15:36:48 GMT 2024","17","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sat Aug 03 15:36:47 GMT 2024","Sat Aug 03 15:36:47 GMT 2024","17","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sat Aug 03 15:36:54 GMT 2024","Sat Aug 03 15:36:57 GMT 2024","3507","","","","","","Edit Product and verify if its updated",""
"passed","Sat Aug 03 15:36:59 GMT 2024","Sat Aug 03 15:36:59 GMT 2024","11","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sat Aug 03 15:36:47 GMT 2024","Sat Aug 03 15:36:48 GMT 2024","171","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sat Aug 03 15:36:45 GMT 2024","Sat Aug 03 15:36:47 GMT 2024","1394","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sat Aug 03 15:36:53 GMT 2024","Sat Aug 03 15:36:55 GMT 2024","2755","","","","","","Create product and verify the details (UI Scope)",""
