"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 18 12:54:10 GMT 2025","Tue Mar 18 12:54:14 GMT 2025","4247","","","","","","Delete Product and verify it",""
"passed","Tue Mar 18 12:54:16 GMT 2025","Tue Mar 18 12:54:19 GMT 2025","2592","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Mar 18 12:54:13 GMT 2025","Tue Mar 18 12:54:16 GMT 2025","2690","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Mar 18 12:54:08 GMT 2025","Tue Mar 18 12:54:08 GMT 2025","155","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue Mar 18 12:54:06 GMT 2025","Tue Mar 18 12:54:07 GMT 2025","1548","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Mar 18 12:54:08 GMT 2025","Tue Mar 18 12:54:08 GMT 2025","11","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Mar 18 12:54:11 GMT 2025","Tue Mar 18 12:54:12 GMT 2025","1076","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Mar 18 12:54:13 GMT 2025","Tue Mar 18 12:54:13 GMT 2025","18","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Mar 18 12:54:07 GMT 2025","Tue Mar 18 12:54:07 GMT 2025","21","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue Mar 18 12:54:06 GMT 2025","Tue Mar 18 12:54:10 GMT 2025","3883","","","","","","Create product and verify the details",""
"passed","Tue Mar 18 12:54:19 GMT 2025","Tue Mar 18 12:54:19 GMT 2025","9","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Mar 18 12:54:14 GMT 2025","Tue Mar 18 12:54:17 GMT 2025","3387","","","","","","Edit Product and verify if its updated",""
