"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 20:13:52 GMT 2024","Mon Jul 08 20:13:54 GMT 2024","2425","","","","","","Create product and verify the details (UI Scope)",""
"passed","Mon Jul 08 20:13:49 GMT 2024","Mon Jul 08 20:13:53 GMT 2024","3743","","","","","","Delete Product and verify it",""
"passed","Mon Jul 08 20:13:50 GMT 2024","Mon Jul 08 20:13:51 GMT 2024","894","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Mon Jul 08 20:13:47 GMT 2024","Mon Jul 08 20:13:47 GMT 2024","12","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Mon Jul 08 20:13:54 GMT 2024","Mon Jul 08 20:13:57 GMT 2024","2457","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Mon Jul 08 20:13:53 GMT 2024","Mon Jul 08 20:13:56 GMT 2024","3148","","","","","","Edit Product and verify if its updated",""
"passed","Mon Jul 08 20:13:52 GMT 2024","Mon Jul 08 20:13:52 GMT 2024","11","","","","","","Create product and verify the details (API Scope)",""
"passed","Mon Jul 08 20:13:45 GMT 2024","Mon Jul 08 20:13:49 GMT 2024","3955","","","","","","Create product and verify the details",""
"passed","Mon Jul 08 20:13:47 GMT 2024","Mon Jul 08 20:13:47 GMT 2024","91","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Mon Jul 08 20:13:57 GMT 2024","Mon Jul 08 20:13:57 GMT 2024","8","","","","","","Delete Product and verify it (API Scope)",""
"passed","Mon Jul 08 20:13:46 GMT 2024","Mon Jul 08 20:13:46 GMT 2024","17","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Mon Jul 08 20:13:45 GMT 2024","Mon Jul 08 20:13:46 GMT 2024","1642","","","","","","Create product and verify the details (Databse Scope)",""
