"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 08 19:18:53 GMT 2025","Tue Apr 08 19:18:58 GMT 2025","4193","","","","","","Delete Product and verify it",""
"passed","Tue Apr 08 19:18:52 GMT 2025","Tue Apr 08 19:18:52 GMT 2025","19","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Apr 08 19:18:49 GMT 2025","Tue Apr 08 19:18:51 GMT 2025","1507","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Apr 08 19:19:02 GMT 2025","Tue Apr 08 19:19:02 GMT 2025","14","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Apr 08 19:18:51 GMT 2025","Tue Apr 08 19:18:51 GMT 2025","160","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue Apr 08 19:18:49 GMT 2025","Tue Apr 08 19:18:53 GMT 2025","4003","","","","","","Create product and verify the details",""
"passed","Tue Apr 08 19:18:55 GMT 2025","Tue Apr 08 19:18:56 GMT 2025","1063","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Apr 08 19:18:57 GMT 2025","Tue Apr 08 19:18:57 GMT 2025","25","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Apr 08 19:18:58 GMT 2025","Tue Apr 08 19:19:01 GMT 2025","3454","","","","","","Edit Product and verify if its updated",""
"passed","Tue Apr 08 19:18:57 GMT 2025","Tue Apr 08 19:18:59 GMT 2025","2688","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Apr 08 19:19:00 GMT 2025","Tue Apr 08 19:19:02 GMT 2025","2644","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Apr 08 19:18:51 GMT 2025","Tue Apr 08 19:18:51 GMT 2025","14","","","","","","Edit Product and verify if its updated (Databse Scope)",""
