"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 14 10:47:37 GMT 2024","Sun Jul 14 10:47:41 GMT 2024","4165","","","","","","Delete Product and verify it",""
"passed","Sun Jul 14 10:47:40 GMT 2024","Sun Jul 14 10:47:40 GMT 2024","20","","","","","","Create product and verify the details (API Scope)",""
"passed","Sun Jul 14 10:47:39 GMT 2024","Sun Jul 14 10:47:40 GMT 2024","1013","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sun Jul 14 10:47:40 GMT 2024","Sun Jul 14 10:47:43 GMT 2024","2665","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sun Jul 14 10:47:46 GMT 2024","Sun Jul 14 10:47:46 GMT 2024","8","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sun Jul 14 10:47:36 GMT 2024","Sun Jul 14 10:47:36 GMT 2024","10","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sun Jul 14 10:47:43 GMT 2024","Sun Jul 14 10:47:46 GMT 2024","2598","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sun Jul 14 10:47:33 GMT 2024","Sun Jul 14 10:47:35 GMT 2024","1323","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sun Jul 14 10:47:41 GMT 2024","Sun Jul 14 10:47:45 GMT 2024","3407","","","","","","Edit Product and verify if its updated",""
"passed","Sun Jul 14 10:47:35 GMT 2024","Sun Jul 14 10:47:35 GMT 2024","214","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sun Jul 14 10:47:35 GMT 2024","Sun Jul 14 10:47:35 GMT 2024","14","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sun Jul 14 10:47:33 GMT 2024","Sun Jul 14 10:47:37 GMT 2024","3645","","","","","","Create product and verify the details",""
