"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 14 12:52:45 GMT 2024","Sun Jul 14 12:52:49 GMT 2024","3383","","","","","","Create product and verify the details",""
"passed","Sun Jul 14 12:52:53 GMT 2024","Sun Jul 14 12:52:57 GMT 2024","3387","","","","","","Edit Product and verify if its updated",""
"passed","Sun Jul 14 12:52:55 GMT 2024","Sun Jul 14 12:52:58 GMT 2024","2574","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sun Jul 14 12:52:45 GMT 2024","Sun Jul 14 12:52:47 GMT 2024","1478","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sun Jul 14 12:52:51 GMT 2024","Sun Jul 14 12:52:52 GMT 2024","1035","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sun Jul 14 12:52:58 GMT 2024","Sun Jul 14 12:52:58 GMT 2024","10","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sun Jul 14 12:52:47 GMT 2024","Sun Jul 14 12:52:48 GMT 2024","211","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sun Jul 14 12:52:52 GMT 2024","Sun Jul 14 12:52:55 GMT 2024","2744","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sun Jul 14 12:52:49 GMT 2024","Sun Jul 14 12:52:53 GMT 2024","4165","","","","","","Delete Product and verify it",""
"passed","Sun Jul 14 12:52:52 GMT 2024","Sun Jul 14 12:52:52 GMT 2024","14","","","","","","Create product and verify the details (API Scope)",""
"passed","Sun Jul 14 12:52:47 GMT 2024","Sun Jul 14 12:52:47 GMT 2024","15","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sun Jul 14 12:52:48 GMT 2024","Sun Jul 14 12:52:48 GMT 2024","22","","","","","","Delete Product and verify it (Databse Scope)",""
