"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 23 20:03:21 GMT 2024","Tue Jul 23 20:03:25 GMT 2024","4144","","","","","","Delete Product and verify it",""
"passed","Tue Jul 23 20:03:20 GMT 2024","Tue Jul 23 20:03:20 GMT 2024","15","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Jul 23 20:03:23 GMT 2024","Tue Jul 23 20:03:24 GMT 2024","1093","","","","","","Edit Product and verify if its updated (UI Scope)",""
"broken","Tue Jul 23 20:03:17 GMT 2024","Tue Jul 23 20:03:21 GMT 2024","3367","","","","","","Create product and verify the details",""
"passed","Tue Jul 23 20:03:19 GMT 2024","Tue Jul 23 20:03:19 GMT 2024","247","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue Jul 23 20:03:30 GMT 2024","Tue Jul 23 20:03:30 GMT 2024","19","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Jul 23 20:03:24 GMT 2024","Tue Jul 23 20:03:24 GMT 2024","11","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Jul 23 20:03:19 GMT 2024","Tue Jul 23 20:03:19 GMT 2024","15","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue Jul 23 20:03:17 GMT 2024","Tue Jul 23 20:03:19 GMT 2024","1308","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Jul 23 20:03:25 GMT 2024","Tue Jul 23 20:03:29 GMT 2024","3405","","","","","","Edit Product and verify if its updated",""
"passed","Tue Jul 23 20:03:24 GMT 2024","Tue Jul 23 20:03:27 GMT 2024","2673","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Jul 23 20:03:27 GMT 2024","Tue Jul 23 20:03:30 GMT 2024","2554","","","","","","Delete Product and verify it (UI Scope)",""
