"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 05 13:27:15 GMT 2025","Sat Apr 05 13:27:16 GMT 2025","1471","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sat Apr 05 13:27:22 GMT 2025","Sat Apr 05 13:27:22 GMT 2025","15","","","","","","Create product and verify the details (API Scope)",""
"passed","Sat Apr 05 13:27:28 GMT 2025","Sat Apr 05 13:27:28 GMT 2025","8","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sat Apr 05 13:27:17 GMT 2025","Sat Apr 05 13:27:17 GMT 2025","160","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sat Apr 05 13:27:22 GMT 2025","Sat Apr 05 13:27:25 GMT 2025","2746","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sat Apr 05 13:27:23 GMT 2025","Sat Apr 05 13:27:27 GMT 2025","3438","","","","","","Edit Product and verify if its updated",""
"passed","Sat Apr 05 13:27:25 GMT 2025","Sat Apr 05 13:27:28 GMT 2025","2565","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sat Apr 05 13:27:17 GMT 2025","Sat Apr 05 13:27:17 GMT 2025","17","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sat Apr 05 13:27:17 GMT 2025","Sat Apr 05 13:27:17 GMT 2025","8","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sat Apr 05 13:27:20 GMT 2025","Sat Apr 05 13:27:21 GMT 2025","1137","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sat Apr 05 13:27:19 GMT 2025","Sat Apr 05 13:27:23 GMT 2025","4258","","","","","","Delete Product and verify it",""
"passed","Sat Apr 05 13:27:15 GMT 2025","Sat Apr 05 13:27:19 GMT 2025","3748","","","","","","Create product and verify the details",""
