"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 27 10:25:28 GMT 2025","Tue May 27 10:25:29 GMT 2025","1581","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue May 27 10:25:29 GMT 2025","Tue May 27 10:25:29 GMT 2025","16","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue May 27 10:25:41 GMT 2025","Tue May 27 10:25:41 GMT 2025","17","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue May 27 10:25:38 GMT 2025","Tue May 27 10:25:41 GMT 2025","2709","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue May 27 10:25:32 GMT 2025","Tue May 27 10:25:36 GMT 2025","4495","","","","","","Delete Product and verify it",""
"passed","Tue May 27 10:25:36 GMT 2025","Tue May 27 10:25:40 GMT 2025","3577","","","","","","Edit Product and verify if its updated",""
"passed","Tue May 27 10:25:35 GMT 2025","Tue May 27 10:25:38 GMT 2025","2716","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue May 27 10:25:30 GMT 2025","Tue May 27 10:25:30 GMT 2025","13","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue May 27 10:25:35 GMT 2025","Tue May 27 10:25:35 GMT 2025","17","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue May 27 10:25:28 GMT 2025","Tue May 27 10:25:32 GMT 2025","3964","","","","","","Create product and verify the details",""
"passed","Tue May 27 10:25:30 GMT 2025","Tue May 27 10:25:30 GMT 2025","96","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue May 27 10:25:34 GMT 2025","Tue May 27 10:25:35 GMT 2025","1126","","","","","","Edit Product and verify if its updated (UI Scope)",""
