"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 10 10:03:41 GMT 2025","Thu Apr 10 10:03:41 GMT 2025","10","","","","","","Delete Product and verify it (API Scope)",""
"passed","Thu Apr 10 10:03:30 GMT 2025","Thu Apr 10 10:03:30 GMT 2025","12","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Thu Apr 10 10:03:35 GMT 2025","Thu Apr 10 10:03:35 GMT 2025","12","","","","","","Create product and verify the details (API Scope)",""
"passed","Thu Apr 10 10:03:32 GMT 2025","Thu Apr 10 10:03:36 GMT 2025","4396","","","","","","Delete Product and verify it",""
"passed","Thu Apr 10 10:03:28 GMT 2025","Thu Apr 10 10:03:30 GMT 2025","1565","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Thu Apr 10 10:03:35 GMT 2025","Thu Apr 10 10:03:38 GMT 2025","2750","","","","","","Create product and verify the details (UI Scope)",""
"passed","Thu Apr 10 10:03:28 GMT 2025","Thu Apr 10 10:03:32 GMT 2025","3929","","","","","","Create product and verify the details",""
"passed","Thu Apr 10 10:03:30 GMT 2025","Thu Apr 10 10:03:30 GMT 2025","27","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Thu Apr 10 10:03:38 GMT 2025","Thu Apr 10 10:03:41 GMT 2025","2664","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Thu Apr 10 10:03:36 GMT 2025","Thu Apr 10 10:03:40 GMT 2025","3493","","","","","","Edit Product and verify if its updated",""
"passed","Thu Apr 10 10:03:30 GMT 2025","Thu Apr 10 10:03:30 GMT 2025","157","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Thu Apr 10 10:03:34 GMT 2025","Thu Apr 10 10:03:35 GMT 2025","1102","","","","","","Edit Product and verify if its updated (UI Scope)",""
