"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 13 22:12:07 GMT 2025","Sun Apr 13 22:12:08 GMT 2025","1150","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sun Apr 13 22:12:03 GMT 2025","Sun Apr 13 22:12:03 GMT 2025","19","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sun Apr 13 22:12:03 GMT 2025","Sun Apr 13 22:12:03 GMT 2025","21","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sun Apr 13 22:12:10 GMT 2025","Sun Apr 13 22:12:13 GMT 2025","3594","","","","","","Edit Product and verify if its updated",""
"passed","Sun Apr 13 22:12:05 GMT 2025","Sun Apr 13 22:12:09 GMT 2025","4381","","","","","","Delete Product and verify it",""
"passed","Sun Apr 13 22:12:01 GMT 2025","Sun Apr 13 22:12:05 GMT 2025","4105","","","","","","Create product and verify the details",""
"passed","Sun Apr 13 22:12:08 GMT 2025","Sun Apr 13 22:12:11 GMT 2025","2765","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sun Apr 13 22:12:03 GMT 2025","Sun Apr 13 22:12:03 GMT 2025","161","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sun Apr 13 22:12:01 GMT 2025","Sun Apr 13 22:12:02 GMT 2025","1548","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sun Apr 13 22:12:11 GMT 2025","Sun Apr 13 22:12:14 GMT 2025","2731","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sun Apr 13 22:12:08 GMT 2025","Sun Apr 13 22:12:08 GMT 2025","15","","","","","","Create product and verify the details (API Scope)",""
"passed","Sun Apr 13 22:12:14 GMT 2025","Sun Apr 13 22:12:14 GMT 2025","9","","","","","","Delete Product and verify it (API Scope)",""
