"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 27 14:50:04 GMT 2025","Tue May 27 14:50:04 GMT 2025","12","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue May 27 14:50:03 GMT 2025","Tue May 27 14:50:04 GMT 2025","1089","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue May 27 14:50:10 GMT 2025","Tue May 27 14:50:10 GMT 2025","10","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue May 27 14:49:57 GMT 2025","Tue May 27 14:50:01 GMT 2025","3873","","","","","","Create product and verify the details",""
"passed","Tue May 27 14:49:59 GMT 2025","Tue May 27 14:49:59 GMT 2025","27","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue May 27 14:50:06 GMT 2025","Tue May 27 14:50:09 GMT 2025","3454","","","","","","Edit Product and verify if its updated",""
"passed","Tue May 27 14:50:01 GMT 2025","Tue May 27 14:50:06 GMT 2025","4421","","","","","","Delete Product and verify it",""
"passed","Tue May 27 14:49:57 GMT 2025","Tue May 27 14:49:59 GMT 2025","1494","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue May 27 14:50:04 GMT 2025","Tue May 27 14:50:07 GMT 2025","2703","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue May 27 14:49:59 GMT 2025","Tue May 27 14:49:59 GMT 2025","9","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue May 27 14:49:59 GMT 2025","Tue May 27 14:49:59 GMT 2025","138","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue May 27 14:50:08 GMT 2025","Tue May 27 14:50:10 GMT 2025","2597","","","","","","Delete Product and verify it (UI Scope)",""
