"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 18 21:19:34 GMT 2025","Tue Mar 18 21:19:35 GMT 2025","1036","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Mar 18 21:19:28 GMT 2025","Tue Mar 18 21:19:32 GMT 2025","3766","","","","","","Create product and verify the details",""
"passed","Tue Mar 18 21:19:29 GMT 2025","Tue Mar 18 21:19:29 GMT 2025","33","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue Mar 18 21:19:28 GMT 2025","Tue Mar 18 21:19:29 GMT 2025","1483","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Mar 18 21:19:35 GMT 2025","Tue Mar 18 21:19:35 GMT 2025","14","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Mar 18 21:19:32 GMT 2025","Tue Mar 18 21:19:36 GMT 2025","4317","","","","","","Delete Product and verify it",""
"passed","Tue Mar 18 21:19:35 GMT 2025","Tue Mar 18 21:19:38 GMT 2025","2666","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Mar 18 21:19:38 GMT 2025","Tue Mar 18 21:19:41 GMT 2025","2600","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Mar 18 21:19:41 GMT 2025","Tue Mar 18 21:19:41 GMT 2025","9","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Mar 18 21:19:30 GMT 2025","Tue Mar 18 21:19:30 GMT 2025","11","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Mar 18 21:19:36 GMT 2025","Tue Mar 18 21:19:40 GMT 2025","3401","","","","","","Edit Product and verify if its updated",""
"passed","Tue Mar 18 21:19:30 GMT 2025","Tue Mar 18 21:19:30 GMT 2025","139","","","","","","Edit Product and verify if its updated (API Scope)",""
