"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 03 15:42:35 GMT 2024","Sat Aug 03 15:42:38 GMT 2024","2523","","","","","","Delete Product and verify it (UI Scope)",""
"broken","Sat Aug 03 15:42:25 GMT 2024","Sat Aug 03 15:42:29 GMT 2024","3329","","","","","","Create product and verify the details",""
"passed","Sat Aug 03 15:42:27 GMT 2024","Sat Aug 03 15:42:27 GMT 2024","250","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sat Aug 03 15:42:38 GMT 2024","Sat Aug 03 15:42:38 GMT 2024","10","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sat Aug 03 15:42:33 GMT 2024","Sat Aug 03 15:42:37 GMT 2024","3349","","","","","","Edit Product and verify if its updated",""
"passed","Sat Aug 03 15:42:27 GMT 2024","Sat Aug 03 15:42:27 GMT 2024","12","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sat Aug 03 15:42:31 GMT 2024","Sat Aug 03 15:42:32 GMT 2024","1076","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sat Aug 03 15:42:27 GMT 2024","Sat Aug 03 15:42:27 GMT 2024","10","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sat Aug 03 15:42:32 GMT 2024","Sat Aug 03 15:42:35 GMT 2024","2687","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sat Aug 03 15:42:25 GMT 2024","Sat Aug 03 15:42:27 GMT 2024","1303","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sat Aug 03 15:42:29 GMT 2024","Sat Aug 03 15:42:33 GMT 2024","4297","","","","","","Delete Product and verify it",""
"passed","Sat Aug 03 15:42:32 GMT 2024","Sat Aug 03 15:42:32 GMT 2024","17","","","","","","Create product and verify the details (API Scope)",""
