"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 08 12:13:03 GMT 2025","Tue Apr 08 12:13:07 GMT 2025","4238","","","","","","Delete Product and verify it",""
"passed","Tue Apr 08 12:12:59 GMT 2025","Tue Apr 08 12:13:00 GMT 2025","1554","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Apr 08 12:13:07 GMT 2025","Tue Apr 08 12:13:10 GMT 2025","3436","","","","","","Edit Product and verify if its updated",""
"passed","Tue Apr 08 12:13:06 GMT 2025","Tue Apr 08 12:13:08 GMT 2025","2676","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Apr 08 12:13:01 GMT 2025","Tue Apr 08 12:13:01 GMT 2025","12","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Apr 08 12:13:00 GMT 2025","Tue Apr 08 12:13:00 GMT 2025","12","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue Apr 08 12:13:09 GMT 2025","Tue Apr 08 12:13:11 GMT 2025","2638","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Apr 08 12:13:06 GMT 2025","Tue Apr 08 12:13:06 GMT 2025","21","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Apr 08 12:13:12 GMT 2025","Tue Apr 08 12:13:12 GMT 2025","10","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Apr 08 12:13:04 GMT 2025","Tue Apr 08 12:13:05 GMT 2025","1062","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Apr 08 12:12:59 GMT 2025","Tue Apr 08 12:13:02 GMT 2025","3918","","","","","","Create product and verify the details",""
"passed","Tue Apr 08 12:13:01 GMT 2025","Tue Apr 08 12:13:01 GMT 2025","158","","","","","","Edit Product and verify if its updated (API Scope)",""
