"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 10 09:45:32 GMT 2025","Thu Apr 10 09:45:32 GMT 2025","15","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Thu Apr 10 09:45:37 GMT 2025","Thu Apr 10 09:45:40 GMT 2025","2650","","","","","","Create product and verify the details (UI Scope)",""
"passed","Thu Apr 10 09:45:38 GMT 2025","Thu Apr 10 09:45:42 GMT 2025","3328","","","","","","Edit Product and verify if its updated",""
"passed","Thu Apr 10 09:45:34 GMT 2025","Thu Apr 10 09:45:38 GMT 2025","4228","","","","","","Delete Product and verify it",""
"passed","Thu Apr 10 09:45:32 GMT 2025","Thu Apr 10 09:45:32 GMT 2025","172","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Thu Apr 10 09:45:40 GMT 2025","Thu Apr 10 09:45:43 GMT 2025","2525","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Thu Apr 10 09:45:37 GMT 2025","Thu Apr 10 09:45:37 GMT 2025","14","","","","","","Create product and verify the details (API Scope)",""
"passed","Thu Apr 10 09:45:30 GMT 2025","Thu Apr 10 09:45:32 GMT 2025","1430","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Thu Apr 10 09:45:32 GMT 2025","Thu Apr 10 09:45:32 GMT 2025","12","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Thu Apr 10 09:45:30 GMT 2025","Thu Apr 10 09:45:34 GMT 2025","3713","","","","","","Create product and verify the details",""
"passed","Thu Apr 10 09:45:43 GMT 2025","Thu Apr 10 09:45:43 GMT 2025","14","","","","","","Delete Product and verify it (API Scope)",""
"passed","Thu Apr 10 09:45:36 GMT 2025","Thu Apr 10 09:45:37 GMT 2025","1019","","","","","","Edit Product and verify if its updated (UI Scope)",""
