"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 20:49:43 GMT 2024","Mon Jul 08 20:49:47 GMT 2024","3811","","","","","","Create product and verify the details",""
"passed","Mon Jul 08 20:49:47 GMT 2024","Mon Jul 08 20:49:51 GMT 2024","3888","","","","","","Delete Product and verify it",""
"passed","Mon Jul 08 20:49:45 GMT 2024","Mon Jul 08 20:49:45 GMT 2024","21","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Mon Jul 08 20:49:46 GMT 2024","Mon Jul 08 20:49:46 GMT 2024","12","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Mon Jul 08 20:49:49 GMT 2024","Mon Jul 08 20:49:50 GMT 2024","983","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Mon Jul 08 20:49:43 GMT 2024","Mon Jul 08 20:49:45 GMT 2024","1611","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Mon Jul 08 20:49:50 GMT 2024","Mon Jul 08 20:49:53 GMT 2024","2509","","","","","","Create product and verify the details (UI Scope)",""
"passed","Mon Jul 08 20:49:53 GMT 2024","Mon Jul 08 20:49:56 GMT 2024","2564","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Mon Jul 08 20:49:46 GMT 2024","Mon Jul 08 20:49:46 GMT 2024","62","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Mon Jul 08 20:49:56 GMT 2024","Mon Jul 08 20:49:56 GMT 2024","10","","","","","","Delete Product and verify it (API Scope)",""
"passed","Mon Jul 08 20:49:50 GMT 2024","Mon Jul 08 20:49:50 GMT 2024","15","","","","","","Create product and verify the details (API Scope)",""
"passed","Mon Jul 08 20:49:51 GMT 2024","Mon Jul 08 20:49:54 GMT 2024","3227","","","","","","Edit Product and verify if its updated",""
