"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 03 21:21:19 GMT 2024","Wed Jul 03 21:21:19 GMT 2024","153","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Wed Jul 03 21:21:23 GMT 2024","Wed Jul 03 21:21:24 GMT 2024","1004","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Wed Jul 03 21:21:24 GMT 2024","Wed Jul 03 21:21:27 GMT 2024","2572","","","","","","Create product and verify the details (UI Scope)",""
"passed","Wed Jul 03 21:21:27 GMT 2024","Wed Jul 03 21:21:29 GMT 2024","2544","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Wed Jul 03 21:21:19 GMT 2024","Wed Jul 03 21:21:19 GMT 2024","12","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Wed Jul 03 21:21:30 GMT 2024","Wed Jul 03 21:21:30 GMT 2024","8","","","","","","Delete Product and verify it (API Scope)",""
"passed","Wed Jul 03 21:21:21 GMT 2024","Wed Jul 03 21:21:25 GMT 2024","3846","","","","","","Delete Product and verify it",""
"passed","Wed Jul 03 21:21:17 GMT 2024","Wed Jul 03 21:21:21 GMT 2024","3990","","","","","","Create product and verify the details",""
"passed","Wed Jul 03 21:21:17 GMT 2024","Wed Jul 03 21:21:19 GMT 2024","1526","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Wed Jul 03 21:21:25 GMT 2024","Wed Jul 03 21:21:28 GMT 2024","3283","","","","","","Edit Product and verify if its updated",""
"passed","Wed Jul 03 21:21:24 GMT 2024","Wed Jul 03 21:21:24 GMT 2024","16","","","","","","Create product and verify the details (API Scope)",""
"passed","Wed Jul 03 21:21:19 GMT 2024","Wed Jul 03 21:21:19 GMT 2024","17","","","","","","Edit Product and verify if its updated (Databse Scope)",""
