"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 05 13:23:17 GMT 2025","Sat Apr 05 13:23:17 GMT 2025","13","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sat Apr 05 13:23:17 GMT 2025","Sat Apr 05 13:23:18 GMT 2025","133","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sat Apr 05 13:23:16 GMT 2025","Sat Apr 05 13:23:17 GMT 2025","1508","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sat Apr 05 13:23:21 GMT 2025","Sat Apr 05 13:23:22 GMT 2025","1100","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sat Apr 05 13:23:22 GMT 2025","Sat Apr 05 13:23:23 GMT 2025","14","","","","","","Create product and verify the details (API Scope)",""
"passed","Sat Apr 05 13:23:24 GMT 2025","Sat Apr 05 13:23:27 GMT 2025","3426","","","","","","Edit Product and verify if its updated",""
"passed","Sat Apr 05 13:23:26 GMT 2025","Sat Apr 05 13:23:28 GMT 2025","2605","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sat Apr 05 13:23:28 GMT 2025","Sat Apr 05 13:23:28 GMT 2025","10","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sat Apr 05 13:23:19 GMT 2025","Sat Apr 05 13:23:24 GMT 2025","4284","","","","","","Delete Product and verify it",""
"passed","Sat Apr 05 13:23:23 GMT 2025","Sat Apr 05 13:23:25 GMT 2025","2669","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sat Apr 05 13:23:18 GMT 2025","Sat Apr 05 13:23:18 GMT 2025","8","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sat Apr 05 13:23:16 GMT 2025","Sat Apr 05 13:23:19 GMT 2025","3717","","","","","","Create product and verify the details",""
