"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 14 10:40:13 GMT 2024","Sun Jul 14 10:40:17 GMT 2024","3320","","","","","","Edit Product and verify if its updated",""
"passed","Sun Jul 14 10:40:11 GMT 2024","Sun Jul 14 10:40:12 GMT 2024","1042","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sun Jul 14 10:40:05 GMT 2024","Sun Jul 14 10:40:09 GMT 2024","3924","","","","","","Create product and verify the details",""
"passed","Sun Jul 14 10:40:09 GMT 2024","Sun Jul 14 10:40:13 GMT 2024","4270","","","","","","Delete Product and verify it",""
"passed","Sun Jul 14 10:40:08 GMT 2024","Sun Jul 14 10:40:08 GMT 2024","13","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sun Jul 14 10:40:12 GMT 2024","Sun Jul 14 10:40:12 GMT 2024","10","","","","","","Create product and verify the details (API Scope)",""
"passed","Sun Jul 14 10:40:18 GMT 2024","Sun Jul 14 10:40:18 GMT 2024","8","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sun Jul 14 10:40:05 GMT 2024","Sun Jul 14 10:40:06 GMT 2024","1413","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sun Jul 14 10:40:07 GMT 2024","Sun Jul 14 10:40:07 GMT 2024","17","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sun Jul 14 10:40:07 GMT 2024","Sun Jul 14 10:40:07 GMT 2024","264","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sun Jul 14 10:40:12 GMT 2024","Sun Jul 14 10:40:15 GMT 2024","2531","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sun Jul 14 10:40:15 GMT 2024","Sun Jul 14 10:40:18 GMT 2024","2529","","","","","","Delete Product and verify it (UI Scope)",""
