"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 08 12:04:43 GMT 2025","Tue Apr 08 12:04:43 GMT 2025","15","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue Apr 08 12:04:49 GMT 2025","Tue Apr 08 12:04:49 GMT 2025","19","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Apr 08 12:04:42 GMT 2025","Tue Apr 08 12:04:46 GMT 2025","3904","","","","","","Create product and verify the details",""
"passed","Tue Apr 08 12:04:50 GMT 2025","Tue Apr 08 12:04:54 GMT 2025","3485","","","","","","Edit Product and verify if its updated",""
"passed","Tue Apr 08 12:04:42 GMT 2025","Tue Apr 08 12:04:43 GMT 2025","1515","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Apr 08 12:04:46 GMT 2025","Tue Apr 08 12:04:50 GMT 2025","4208","","","","","","Delete Product and verify it",""
"passed","Tue Apr 08 12:04:44 GMT 2025","Tue Apr 08 12:04:44 GMT 2025","16","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Apr 08 12:04:52 GMT 2025","Tue Apr 08 12:04:55 GMT 2025","2606","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Apr 08 12:04:55 GMT 2025","Tue Apr 08 12:04:55 GMT 2025","14","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Apr 08 12:04:47 GMT 2025","Tue Apr 08 12:04:48 GMT 2025","1048","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Apr 08 12:04:44 GMT 2025","Tue Apr 08 12:04:44 GMT 2025","155","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue Apr 08 12:04:49 GMT 2025","Tue Apr 08 12:04:52 GMT 2025","2734","","","","","","Create product and verify the details (UI Scope)",""
