"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 08 13:04:37 GMT 2025","Tue Apr 08 13:04:38 GMT 2025","1551","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Tue Apr 08 13:04:39 GMT 2025","Tue Apr 08 13:04:39 GMT 2025","10","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Tue Apr 08 13:04:47 GMT 2025","Tue Apr 08 13:04:49 GMT 2025","2569","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Tue Apr 08 13:04:39 GMT 2025","Tue Apr 08 13:04:39 GMT 2025","82","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Tue Apr 08 13:04:44 GMT 2025","Tue Apr 08 13:04:44 GMT 2025","14","","","","","","Create product and verify the details (API Scope)",""
"passed","Tue Apr 08 13:04:40 GMT 2025","Tue Apr 08 13:04:45 GMT 2025","4133","","","","","","Delete Product and verify it",""
"passed","Tue Apr 08 13:04:49 GMT 2025","Tue Apr 08 13:04:49 GMT 2025","13","","","","","","Delete Product and verify it (API Scope)",""
"passed","Tue Apr 08 13:04:45 GMT 2025","Tue Apr 08 13:04:48 GMT 2025","3361","","","","","","Edit Product and verify if its updated",""
"passed","Tue Apr 08 13:04:44 GMT 2025","Tue Apr 08 13:04:46 GMT 2025","2646","","","","","","Create product and verify the details (UI Scope)",""
"passed","Tue Apr 08 13:04:38 GMT 2025","Tue Apr 08 13:04:38 GMT 2025","24","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Tue Apr 08 13:04:42 GMT 2025","Tue Apr 08 13:04:43 GMT 2025","1055","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Tue Apr 08 13:04:37 GMT 2025","Tue Apr 08 13:04:40 GMT 2025","3781","","","","","","Create product and verify the details",""
