"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 14 11:59:03 GMT 2024","Sun Jul 14 11:59:07 GMT 2024","3927","","","","","","Create product and verify the details",""
"passed","Sun Jul 14 11:59:07 GMT 2024","Sun Jul 14 11:59:11 GMT 2024","4153","","","","","","Delete Product and verify it",""
"passed","Sun Jul 14 11:59:13 GMT 2024","Sun Jul 14 11:59:16 GMT 2024","2569","","","","","","Delete Product and verify it (UI Scope)",""
"passed","Sun Jul 14 11:59:09 GMT 2024","Sun Jul 14 11:59:10 GMT 2024","1005","","","","","","Edit Product and verify if its updated (UI Scope)",""
"passed","Sun Jul 14 11:59:05 GMT 2024","Sun Jul 14 11:59:05 GMT 2024","226","","","","","","Edit Product and verify if its updated (API Scope)",""
"passed","Sun Jul 14 11:59:05 GMT 2024","Sun Jul 14 11:59:05 GMT 2024","16","","","","","","Delete Product and verify it (Databse Scope)",""
"passed","Sun Jul 14 11:59:05 GMT 2024","Sun Jul 14 11:59:05 GMT 2024","12","","","","","","Edit Product and verify if its updated (Databse Scope)",""
"passed","Sun Jul 14 11:59:10 GMT 2024","Sun Jul 14 11:59:13 GMT 2024","2625","","","","","","Create product and verify the details (UI Scope)",""
"passed","Sun Jul 14 11:59:16 GMT 2024","Sun Jul 14 11:59:16 GMT 2024","8","","","","","","Delete Product and verify it (API Scope)",""
"passed","Sun Jul 14 11:59:11 GMT 2024","Sun Jul 14 11:59:15 GMT 2024","3283","","","","","","Edit Product and verify if its updated",""
"passed","Sun Jul 14 11:59:03 GMT 2024","Sun Jul 14 11:59:04 GMT 2024","1524","","","","","","Create product and verify the details (Databse Scope)",""
"passed","Sun Jul 14 11:59:10 GMT 2024","Sun Jul 14 11:59:10 GMT 2024","19","","","","","","Create product and verify the details (API Scope)",""
